,CLUES,NOMBRE DE LA ENTIDAD,CLAVE DE LA INSTITUCION,ESTATUS DE OPERACION,LONGITUD,LATITUD
20508,MNSSA016504,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-100.3481716,19.4309434
20509,MNSSA016516,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.1617103,19.0451753
20510,MNSSA016521,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-102.473906,19.5947404
20511,MNSSA016533,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-102.01492,20.31973258
20512,MNSSA016545,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.808276,18.964467
20513,MNSSA016550,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-103.3484673,18.27404568
20598,MNSSA017400,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-102.3212,19.0663
20622,MSIMS000030,MORELOS,IMSS,EN OPERACION,-98.94934413,18.81104724
20624,MSIMS000054,MORELOS,IMSS,EN OPERACION,-99.20546559,18.92235573
20642,MSIMS000235,MORELOS,IMSS,EN OPERACION,-99.19819767,18.65151089
20655,MSIST000025,MORELOS,ISSSTE,EN OPERACION,-98.9474594,18.81371819
20682,MSIST000293,MORELOS,ISSSTE,EN OPERACION,-99.19753784,18.84765483
20684,MSSDN000014,MORELOS,SEDENA,EN OPERACION,-99.2371339,18.9503318
20691,MSSMP000013,MORELOS,SMP,EN OPERACION,-99.21154417,18.9301848
20692,MSSMP000025,MORELOS,SMP,EN OPERACION,-99.2693536,18.5594484
20693,MSSMP000030,MORELOS,SMP,EN OPERACION,-99.1820698,18.6181096
20694,MSSMP000042,MORELOS,SMP,EN OPERACION,-99.1845109,18.6146042
20695,MSSMP000054,MORELOS,SMP,EN OPERACION,-99.1813163,18.6139722
20696,MSSMP000066,MORELOS,SMP,EN OPERACION,-99.1803,18.6147
20697,MSSMP000071,MORELOS,SMP,EN OPERACION,-99.1833468,18.6249362
20698,MSSMP000083,MORELOS,SMP,EN OPERACION,-99.1782885,18.6178178
20699,MSSMP000095,MORELOS,SMP,EN OPERACION,-99.1911,18.6564
20700,MSSMP000100,MORELOS,SMP,EN OPERACION,-99.1911,18.6564
20701,MSSMP000112,MORELOS,SMP,EN OPERACION,-99.3292806,18.6133711
20702,MSSMP000124,MORELOS,SMP,EN OPERACION,-99.3243677,18.6231565
20703,MSSMP000136,MORELOS,SMP,EN OPERACION,-99.3226748,18.6213989
20704,MSSMP000141,MORELOS,SMP,EN OPERACION,-99.1911,18.6564
20705,MSSMP000153,MORELOS,SMP,EN OPERACION,-99.1906,18.6853
20706,MSSMP000165,MORELOS,SMP,EN OPERACION,-99.3197,18.6167
20707,MSSMP000170,MORELOS,SMP,EN OPERACION,-99.1803,18.6147
20708,MSSMP000182,MORELOS,SMP,EN OPERACION,-99.1603,18.6289
20709,MSSMP000194,MORELOS,SMP,EN OPERACION,-99.1803,18.6147
20710,MSSMP000206,MORELOS,SMP,EN OPERACION,-99.2656,18.6536
20711,MSSMP000211,MORELOS,SMP,EN OPERACION,-98.7539,18.5025
20712,MSSMP000223,MORELOS,SMP,EN OPERACION,-98.8623167,18.8837769
20713,MSSMP000235,MORELOS,SMP,EN OPERACION,-98.9353397,18.8072363
20714,MSSMP000240,MORELOS,SMP,EN OPERACION,-98.9558,18.8122
20715,MSSMP000252,MORELOS,SMP,EN OPERACION,-98.9580509,18.8149274
20716,MSSMP000264,MORELOS,SMP,EN OPERACION,-98.9462757,18.8428394
20717,MSSMP000276,MORELOS,SMP,EN OPERACION,-98.9424522,18.8140152
20718,MSSMP000281,MORELOS,SMP,EN OPERACION,-98.9823922,18.7677299
20719,MSSMP000293,MORELOS,SMP,EN OPERACION,-98.9697325,18.9171599
20720,MSSMP000305,MORELOS,SMP,EN OPERACION,-99.0654587,18.8837798
20721,MSSMP000310,MORELOS,SMP,EN OPERACION,-98.9393831,18.8459424
20722,MSSMP000322,MORELOS,SMP,EN OPERACION,-98.9351827,18.8071057
20723,MSSMP000334,MORELOS,SMP,EN OPERACION,-98.9465986,18.8254225
20724,MSSMP000346,MORELOS,SMP,EN OPERACION,-98.9142582,18.7948863
20725,MSSMP000351,MORELOS,SMP,EN OPERACION,-98.8028,18.6789
20726,MSSMP000363,MORELOS,SMP,EN OPERACION,-99.0605581,18.8870693
20727,MSSMP000375,MORELOS,SMP,EN OPERACION,-98.9819,18.8842
20728,MSSMP000380,MORELOS,SMP,EN OPERACION,-98.98137,18.881708
20729,MSSMP000392,MORELOS,SMP,EN OPERACION,-99.0606,18.8858
20730,MSSMP000404,MORELOS,SMP,EN OPERACION,-98.9525513,18.8080256
20731,MSSMP000416,MORELOS,SMP,EN OPERACION,-98.7539,18.5025
20732,MSSMP000421,MORELOS,SMP,EN OPERACION,-98.8436,18.5964
20733,MSSMP000433,MORELOS,SMP,EN OPERACION,-98.9525513,18.8080256
20734,MSSMP000445,MORELOS,SMP,EN OPERACION,-98.9476259,18.8289398
20735,MSSMP000450,MORELOS,SMP,EN OPERACION,-98.9527799,18.807601
20736,MSSMP000462,MORELOS,SMP,EN OPERACION,-98.729549,18.8918358
20737,MSSMP000474,MORELOS,SMP,EN OPERACION,-98.864167,18.8813797
20738,MSSMP000486,MORELOS,SMP,EN OPERACION,-98.7506615,18.499683
20739,MSSMP000491,MORELOS,SMP,EN OPERACION,-98.9390674,18.8077527
20740,MSSMP000503,MORELOS,SMP,EN OPERACION,-99.0606,18.8858
20741,MSSMP000515,MORELOS,SMP,EN OPERACION,-98.9558,18.8122
20742,MSSMP000520,MORELOS,SMP,EN OPERACION,-99.2451345,18.9798396
20743,MSSMP000532,MORELOS,SMP,EN OPERACION,-99.2387152,18.791929
20744,MSSMP000544,MORELOS,SMP,EN OPERACION,-99.2672,19.0283
20745,MSSMP000556,MORELOS,SMP,EN OPERACION,-99.2354,18.9212
20746,MSSMP000561,MORELOS,SMP,EN OPERACION,-99.2281,18.9358
20747,MSSMP000573,MORELOS,SMP,EN OPERACION,-99.2377,18.9228
20748,MSSMP000585,MORELOS,SMP,EN OPERACION,-99.1627458,18.9180675
20749,MSSMP000590,MORELOS,SMP,EN OPERACION,-99.1836737,18.836309
20750,MSSMP000602,MORELOS,SMP,EN OPERACION,-99.2015,18.9545
20751,MSSMP000614,MORELOS,SMP,EN OPERACION,-99.2407,18.9358
20752,MSSMP000626,MORELOS,SMP,EN OPERACION,-99.2369,18.9397
20753,MSSMP000631,MORELOS,SMP,EN OPERACION,-99.2493658,18.9725447
20755,MSSMP000655,MORELOS,SMP,EN OPERACION,-99.2322,18.9205
20756,MSSMP000660,MORELOS,SMP,EN OPERACION,-99.2398,18.9661
20757,MSSMP000672,MORELOS,SMP,EN OPERACION,-99.2351,18.9518
20758,MSSMP000684,MORELOS,SMP,EN OPERACION,-99.2262805,18.9410692
20759,MSSMP000696,MORELOS,SMP,EN OPERACION,-99.2319968,18.9399092
20760,MSSMP000701,MORELOS,SMP,EN OPERACION,-99.2342,18.9186
20761,MSSMP000713,MORELOS,SMP,EN OPERACION,-99.2297473,18.9105705
20762,MSSMP000725,MORELOS,SMP,EN OPERACION,-99.2312419,18.908293
20763,MSSMP000730,MORELOS,SMP,EN OPERACION,-99.2207704,18.9314991
20764,MSSMP000742,MORELOS,SMP,EN OPERACION,-99.21017742,18.91780662
20765,MSSMP000754,MORELOS,SMP,EN OPERACION,-99.18306995,18.92555873
20767,MSSMP000771,MORELOS,SMP,EN OPERACION,-99.2342,18.9186
20768,MSSMP000783,MORELOS,SMP,EN OPERACION,-99.2342,18.9186
20769,MSSMP000795,MORELOS,SMP,EN OPERACION,-99.2132273,18.9210404
20770,MSSMP000800,MORELOS,SMP,EN OPERACION,-99.2421054,18.9554464
20771,MSSMP000812,MORELOS,SMP,EN OPERACION,-99.2431047,18.9452378
20772,MSSMP000824,MORELOS,SMP,EN OPERACION,-99.2342,18.9186
20773,MSSMP000836,MORELOS,SMP,EN OPERACION,-99.2342,18.9186
20774,MSSMP000841,MORELOS,SMP,EN OPERACION,-99.2342,18.9186
20775,MSSMP000853,MORELOS,SMP,EN OPERACION,-99.1771149,18.8786279
20776,MSSMP000865,MORELOS,SMP,EN OPERACION,-99.1778,18.8814
20777,MSSMP000870,MORELOS,SMP,EN OPERACION,-99.2342,18.9186
20778,MSSMP000882,MORELOS,SMP,EN OPERACION,-99.1784473,18.9065377
20779,MSSMP000894,MORELOS,SMP,EN OPERACION,-99.1778,18.8814
20780,MSSMP000906,MORELOS,SMP,EN OPERACION,-99.2342,18.9186
20781,MSSMP000911,MORELOS,SMP,EN OPERACION,-99.2272,18.8544
20782,MSSMP000923,MORELOS,SMP,EN OPERACION,-99.2267356,18.8686443
20783,MSSMP000935,MORELOS,SMP,EN OPERACION,-99.2386464,18.8348149
20784,MSSMP000940,MORELOS,SMP,EN OPERACION,-99.2361028,18.8490269
20785,MSSMP000952,MORELOS,SMP,EN OPERACION,-99.2287973,18.7802817
20786,MSSMP000964,MORELOS,SMP,EN OPERACION,-99.215367,18.644218
20787,MSSMP000976,MORELOS,SMP,EN OPERACION,-99.2314,18.7808
20788,MSSMP000981,MORELOS,SMP,EN OPERACION,-99.2238396,18.8469109
20789,MSSMP000993,MORELOS,SMP,EN OPERACION,-99.2295002,18.8255011
20790,MSSMP001005,MORELOS,SMP,EN OPERACION,-99.2407379,18.8197824
20791,MSSMP001010,MORELOS,SMP,EN OPERACION,-98.94442164,18.82972508
20792,MSSMP001022,MORELOS,SMP,EN OPERACION,-98.93637421,18.85086455
20793,MSSMP001034,MORELOS,SMP,EN OPERACION,-99.220056,18.919734
20795,MSSMP001051,MORELOS,SMP,EN OPERACION,-99.0603563,18.8869615
20798,MSSMP001080,MORELOS,SMP,EN OPERACION,-99.2342,18.9186
20800,MSSMP001104,MORELOS,SMP,EN OPERACION,-98.9397551,18.8081775
20803,MSSMP001133,MORELOS,SMP,EN OPERACION,-99.2208506,18.9321775
20805,MSSMP001151,MORELOS,SMP,EN OPERACION,-99.2100266,18.9425922
20806,MSSMP001160,MORELOS,SMP,EN OPERACION,-99.2235894,18.9321457
20921,MSSMP002311,MORELOS,SMP,EN OPERACION,-98.9332855,18.8576754
21010,MSSSA000355,MORELOS,SSA,EN OPERACION,-98.9393,18.8452
21021,MSSSA000466,MORELOS,SSA,EN OPERACION,-99.2335,18.9359
21071,MSSSA000961,MORELOS,SSA,EN OPERACION,-99.1907,18.6177
21125,MSSSA001504,MORELOS,SSA,EN OPERACION,-99.3895,18.7309
21209,MSSSA002344,MORELOS,SSA,EN OPERACION,-99.3267,18.6159
21211,MSSSA002361,MORELOS,SSA,EN OPERACION,-99.07488775,18.87541104
21212,MSSSA002373,MORELOS,SSA,EN OPERACION,-99.2385,18.8366
21213,MSSSA002385,MORELOS,SSA,EN OPERACION,-98.7848,18.8837
21249,MSSSA002740,MORELOS,SSA,EN OPERACION,-98.80667198,18.67061054
21261,MSSSA002863,MORELOS,SSA,EN OPERACION,-99.2018,18.844
21277,MSSSA003020,MORELOS,SSA,EN OPERACION,-98.7625018,18.4884468
21313,NLHUN000014,NUEVO LEON,HUN,EN OPERACION,-100.3512226,25.6893674
21347,NLIMS000204,NUEVO LEON,IMSS,EN OPERACION,-100.2612823,25.67273464
21355,NLIMS000286,NUEVO LEON,IMSS,EN OPERACION,-99.57111055,24.86387427
21356,NLIMS000291,NUEVO LEON,IMSS,EN OPERACION,-99.84158451,25.18538413
21357,NLIMS000303,NUEVO LEON,IMSS,EN OPERACION,-100.3502333,25.71594079
21358,NLIMS000315,NUEVO LEON,IMSS,EN OPERACION,-100.3701316,25.72870917
21359,NLIMS000320,NUEVO LEON,IMSS,EN OPERACION,-100.2979535,25.669517
21360,NLIMS000332,NUEVO LEON,IMSS,EN OPERACION,-100.3226762,25.73260901
21361,NLIMS000344,NUEVO LEON,IMSS,EN OPERACION,-100.32,25.6718
21362,NLIMS000356,NUEVO LEON,IMSS,EN OPERACION,-100.3366076,25.70135841
21363,NLIMS000361,NUEVO LEON,IMSS,EN OPERACION,-100.2971094,25.6708587
21364,NLIMS000373,NUEVO LEON,IMSS,EN OPERACION,-100.2962297,25.6702906
21377,NLIMS000501,NUEVO LEON,IMSS,EN OPERACION,-100.1845014,26.50355824
21379,NLIMS000525,NUEVO LEON,IMSS,EN OPERACION,-100.2987849,25.7525411
21390,NLIMS000636,NUEVO LEON,IMSS,EN OPERACION,-100.1397281,25.79167076
21411,NLIST000093,NUEVO LEON,ISSSTE,EN OPERACION,-100.3371352,25.6689223
21412,NLIST000105,NUEVO LEON,ISSSTE,EN OPERACION,-100.3593975,25.70908966
21442,NLPMX000015,NUEVO LEON,PEMEX,EN OPERACION,-100.0114651,25.5746826
21445,NLSDN000012,NUEVO LEON,SEDENA,EN OPERACION,-100.3157246,25.7094547
21451,NLSME000012,NUEVO LEON,SME,EN OPERACION,-100.3480079,25.7096198
21462,NLSMM000034,NUEVO LEON,SMM,EN OPERACION,-100.3053792,25.6339441
21466,NLSMM000075,NUEVO LEON,SMM,EN OPERACION,-100.42656,25.6737218
21482,NLSMM000232,NUEVO LEON,SMM,EN OPERACION,-100.3031828,25.6328197
21497,NLSMP000011,NUEVO LEON,SMP,EN OPERACION,-100.3251761,25.67818
21498,NLSMP000023,NUEVO LEON,SMP,EN OPERACION,-100.3509305,25.66985092
21499,NLSMP000035,NUEVO LEON,SMP,EN OPERACION,-100.3202549,25.645548
21500,NLSMP000040,NUEVO LEON,SMP,EN OPERACION,-100.3083674,25.6872074
21501,NLSMP000052,NUEVO LEON,SMP,EN OPERACION,-100.3487357,25.67300781
21502,NLSMP000064,NUEVO LEON,SMP,EN OPERACION,-100.3376287,25.67469758
21505,NLSMP000093,NUEVO LEON,SMP,EN OPERACION,-100.3402919,25.67036736
21506,NLSMP000105,NUEVO LEON,SMP,EN OPERACION,-100.258175,25.589105
21507,NLSMP000110,NUEVO LEON,SMP,EN OPERACION,-100.3019904,25.73337713
21508,NLSMP000122,NUEVO LEON,SMP,EN OPERACION,-100.3175856,25.68227507
21513,NLSMP000175,NUEVO LEON,SMP,EN OPERACION,-100.326886,25.67053114
21514,NLSMP000180,NUEVO LEON,SMP,EN OPERACION,-100.2840226,25.65396063
21515,NLSMP000192,NUEVO LEON,SMP,EN OPERACION,-99.8359942,25.1837909
21516,NLSMP000204,NUEVO LEON,SMP,EN OPERACION,-99.83720395,25.18604945
21517,NLSMP000216,NUEVO LEON,SMP,EN OPERACION,-100.1953858,25.65434384
21518,NLSMP000221,NUEVO LEON,SMP,EN OPERACION,-100.2787122,25.71183889
21519,NLSMP000233,NUEVO LEON,SMP,EN OPERACION,-100.338153,25.69927381
21520,NLSMP000245,NUEVO LEON,SMP,EN OPERACION,-99.99811895,25.5919934
21521,NLSMP000250,NUEVO LEON,SMP,EN OPERACION,-100.314563,25.67978773
21522,NLSMP000262,NUEVO LEON,SMP,EN OPERACION,-100.263943,25.69827447
21523,NLSMP000274,NUEVO LEON,SMP,EN OPERACION,-100.1956781,25.65391105
21524,NLSMP000286,NUEVO LEON,SMP,EN OPERACION,-100.2967227,25.7822254
21527,NLSMP000315,NUEVO LEON,SMP,EN OPERACION,-99.57169386,24.84896407
21529,NLSMP000332,NUEVO LEON,SMP,EN OPERACION,-99.83701047,25.18598608
21530,NLSMP000344,NUEVO LEON,SMP,EN OPERACION,-99.84192256,25.19498585
21531,NLSMP000356,NUEVO LEON,SMP,EN OPERACION,-100.1703613,25.46841037
21547,NLSMP000513,NUEVO LEON,SMP,EN OPERACION,-100.4473766,25.68675008
21548,NLSMP000525,NUEVO LEON,SMP,EN OPERACION,-100.2839765,25.65361366
21550,NLSMP000542,NUEVO LEON,SMP,EN OPERACION,-100.3118205,25.69880136
21552,NLSMP000566,NUEVO LEON,SMP,EN OPERACION,-100.0074112,25.59120798
21553,NLSMP000571,NUEVO LEON,SMP,EN OPERACION,-100.0926625,25.64342696
21554,NLSMP000583,NUEVO LEON,SMP,EN OPERACION,-99.5687099,24.8575428
21555,NLSMP000595,NUEVO LEON,SMP,EN OPERACION,-100.2360082,25.7037337
21556,NLSMP000600,NUEVO LEON,SMP,EN OPERACION,-100.3203266,25.70623552
21557,NLSMP000612,NUEVO LEON,SMP,EN OPERACION,-100.3475519,25.71364687
21558,NLSMP000624,NUEVO LEON,SMP,EN OPERACION,-100.3924901,25.80095571
21559,NLSMP000636,NUEVO LEON,SMP,EN OPERACION,-100.3474724,25.67300781
21560,NLSMP000641,NUEVO LEON,SMP,EN OPERACION,-100.0063491,25.59252154
21561,NLSMP000653,NUEVO LEON,SMP,EN OPERACION,-100.3443242,25.6710573
21562,NLSMP000665,NUEVO LEON,SMP,EN OPERACION,-100.2680642,25.62174245
21563,NLSMP000670,NUEVO LEON,SMP,EN OPERACION,-100.3629494,25.6998164
21564,NLSMP000682,NUEVO LEON,SMP,EN OPERACION,-100.2934634,25.69483274
21565,NLSMP000694,NUEVO LEON,SMP,EN OPERACION,-100.157695,25.67129989
21566,NLSMP000706,NUEVO LEON,SMP,EN OPERACION,-100.3021781,25.6836051
21567,NLSMP000711,NUEVO LEON,SMP,EN OPERACION,-100.369336,25.6730054
21568,NLSMP000723,NUEVO LEON,SMP,EN OPERACION,-100.205512,25.6695025
21569,NLSMP000735,NUEVO LEON,SMP,EN OPERACION,-100.2617714,25.67898354
21570,NLSMP000740,NUEVO LEON,SMP,EN OPERACION,-100.3122792,25.68034842
21571,NLSMP000752,NUEVO LEON,SMP,EN OPERACION,-100.3686165,25.6661751
21572,NLSMP000764,NUEVO LEON,SMP,EN OPERACION,-99.57325545,24.84566479
21573,NLSMP000776,NUEVO LEON,SMP,EN OPERACION,-100.0008398,25.59399231
21574,NLSMP000781,NUEVO LEON,SMP,EN OPERACION,-99.8253928,25.1907939
21575,NLSMP000793,NUEVO LEON,SMP,EN OPERACION,-100.3572947,25.74397192
21576,NLSMP000805,NUEVO LEON,SMP,EN OPERACION,-100.2874925,25.68924385
21577,NLSMP000810,NUEVO LEON,SMP,EN OPERACION,-100.3248153,25.67830427
21578,NLSMP000822,NUEVO LEON,SMP,EN OPERACION,-100.3469805,25.665223
21579,NLSMP000834,NUEVO LEON,SMP,EN OPERACION,-99.24097297,25.70606199
21580,NLSMP000846,NUEVO LEON,SMP,EN OPERACION,-100.2360082,25.7037337
21581,NLSMP000851,NUEVO LEON,SMP,EN OPERACION,-100.611186,25.803205
21582,NLSMP000863,NUEVO LEON,SMP,EN OPERACION,-100.3676861,25.7573107
21583,NLSMP000875,NUEVO LEON,SMP,EN OPERACION,-99.9949494,25.5919635
21584,NLSMP000880,NUEVO LEON,SMP,EN OPERACION,-100.2584956,25.77792565
21585,NLSMP000892,NUEVO LEON,SMP,EN OPERACION,-100.2489031,25.79192817
21586,NLSMP000904,NUEVO LEON,SMP,EN OPERACION,-100.4417494,25.68226861
21587,NLSMP000916,NUEVO LEON,SMP,EN OPERACION,-100.3012443,25.70064475
21590,NLSMP000945,NUEVO LEON,SMP,EN OPERACION,-100.2735894,25.76953752
21591,NLSMP000950,NUEVO LEON,SMP,EN OPERACION,-100.6126655,25.8101353
21592,NLSMP000962,NUEVO LEON,SMP,EN OPERACION,-100.3442698,25.68864511
21593,NLSMP000974,NUEVO LEON,SMP,EN OPERACION,-100.3223712,25.6465466
21594,NLSMP000986,NUEVO LEON,SMP,EN OPERACION,-100.1831088,25.65543783
21595,NLSMP000991,NUEVO LEON,SMP,EN OPERACION,-100.2678752,25.75301219
21597,NLSMP001015,NUEVO LEON,SMP,EN OPERACION,-99.23404184,25.7081689
21600,NLSMP001044,NUEVO LEON,SMP,EN OPERACION,-100.3365826,25.67650336
21604,NLSMP001085,NUEVO LEON,SMP,EN OPERACION,-100.3561311,25.68451183
21605,NLSMP001090,NUEVO LEON,SMP,EN OPERACION,-100.3458493,25.6666372
21606,NLSMP001102,NUEVO LEON,SMP,EN OPERACION,-100.3471556,25.672255
21615,NLSMP001196,NUEVO LEON,SMP,EN OPERACION,-100.3339779,25.64793827
21619,NLSMP001230,NUEVO LEON,SMP,EN OPERACION,-100.2425675,25.71884386
21623,NLSMP001271,NUEVO LEON,SMP,EN OPERACION,-100.3077042,25.76675971
21628,NLSMP001322,NUEVO LEON,SMP,EN OPERACION,-100.291014,25.678991
21630,NLSMP001340,NUEVO LEON,SMP,EN OPERACION,-100.240213,25.680871
21631,NLSMP001355,NUEVO LEON,SMP,EN OPERACION,-100.37007,25.672555
21632,NLSMP001364,NUEVO LEON,SMP,EN OPERACION,-100.223634,25.707496
21633,NLSMP001373,NUEVO LEON,SMP,EN OPERACION,-100.229433,25.709521
21634,NLSMP001382,NUEVO LEON,SMP,EN OPERACION,-100.296716,25.758597
21635,NLSMP001391,NUEVO LEON,SMP,EN OPERACION,-99.5675,24.864167
21636,NLSMP001400,NUEVO LEON,SMP,EN OPERACION,-100.2971072,25.658362
21756,NLSMP002600,NUEVO LEON,SMP,EN OPERACION,-100.214537,25.665962
21979,NLSMP004835,NUEVO LEON,SMP,EN OPERACION,-100.350245,25.668323
21981,NLSMP004853,NUEVO LEON,SMP,EN OPERACION,-100.3696231,25.74760679
21983,NLSMP004870,NUEVO LEON,SMP,EN OPERACION,-100.275591,25.717441
22019,NLSMP005232,NUEVO LEON,SMP,EN OPERACION,-100.385693,25.802955
22020,NLSMP005244,NUEVO LEON,SMP,EN OPERACION,-100.380728,25.79366
22152,NLSSA000732,NUEVO LEON,SSA,EN OPERACION,-99.603855,26.083748
22164,NLSSA000855,NUEVO LEON,SSA,EN OPERACION,-100.189172,23.677439
22205,NLSSA001263,NUEVO LEON,SSA,EN OPERACION,-100.072822,24.819374
22337,NLSSA002581,NUEVO LEON,SSA,EN OPERACION,-99.548378,24.861437
22376,NLSSA002972,NUEVO LEON,SSA,EN OPERACION,-99.835257,25.183356
22394,NLSSA003153,NUEVO LEON,SSA,EN OPERACION,-100.287889,25.663566
22470,NLSSA003911,NUEVO LEON,SSA,EN OPERACION,-100.173036,26.496481
22483,NLSSA004046,NUEVO LEON,SSA,EN OPERACION,-100.274404,25.714085
22621,NLSSA014295,NUEVO LEON,SSA,EN OPERACION,-100.223444,25.694464
22699,NTCRO000012,NAYARIT,CRO,EN OPERACION,-104.8770886,21.4860588
22795,NTIMO000705,NAYARIT,IMSS-PROSPERA,EN OPERACION,-104.8578528,21.4712829
22812,NTIMO000874,NAYARIT,IMSS-PROSPERA,EN OPERACION,-106.572,21.6181
22822,NTIMS000016,NAYARIT,IMSS,EN OPERACION,-105.3691578,22.4891322
22827,NTIMS000062,NAYARIT,IMSS,EN OPERACION,-105.139,21.1768
22835,NTIMS000144,NAYARIT,IMSS,EN OPERACION,-105.1995706,21.81300847
22840,NTIMS000190,NAYARIT,IMSS,EN OPERACION,-104.9108997,21.51378788
22846,NTIMS000255,NAYARIT,IMSS,EN OPERACION,-105.2913066,21.9419409
22865,NTIST000120,NAYARIT,ISSSTE,EN OPERACION,-104.8978588,21.50195201
22882,NTSMA000011,NAYARIT,SEMAR,EN OPERACION,-105.2847947,21.5309707
22883,NTSME000010,NAYARIT,SME,EN OPERACION,-104.895089,21.487133
22884,NTSME000022,NAYARIT,SME,EN OPERACION,-104.891523,21.477172
22893,NTSMP000050,NAYARIT,SMP,EN OPERACION,-105.367998,22.49136
22894,NTSMP000062,NAYARIT,SMP,EN OPERACION,-105.36253,22.489563
22897,NTSMP000091,NAYARIT,SMP,EN OPERACION,-104.901441,21.237009
22898,NTSMP000103,NAYARIT,SMP,EN OPERACION,-105.249003,21.038588
22901,NTSMP000132,NAYARIT,SMP,EN OPERACION,-104.3676879,21.0360328
22902,NTSMP000144,NAYARIT,SMP,EN OPERACION,-104.3727689,21.0358515
22903,NTSMP000156,NAYARIT,SMP,EN OPERACION,-104.364599,21.034377
22907,NTSMP000190,NAYARIT,SMP,EN OPERACION,-105.455447,22.394959
22908,NTSMP000202,NAYARIT,SMP,EN OPERACION,-105.4601899,22.3984985
22911,NTSMP000231,NAYARIT,SMP,EN OPERACION,-104.890382,21.512614
22913,NTSMP000255,NAYARIT,SMP,EN OPERACION,-104.8879881,21.5179458
22915,NTSMP000272,NAYARIT,SMP,EN OPERACION,-104.894,21.5164
22916,NTSMP000284,NAYARIT,SMP,EN OPERACION,-104.8966736,21.5000103
22917,NTSMP000296,NAYARIT,SMP,EN OPERACION,-104.8940426,21.4952682
22919,NTSMP000313,NAYARIT,SMP,EN OPERACION,-104.9010596,21.5064367
22920,NTSMP000325,NAYARIT,SMP,EN OPERACION,-104.9018396,21.5050316
22921,NTSMP000330,NAYARIT,SMP,EN OPERACION,-104.8962212,21.5022338
22922,NTSMP000342,NAYARIT,SMP,EN OPERACION,-104.8994704,21.5122474
22923,NTSMP000354,NAYARIT,SMP,EN OPERACION,-104.8829909,21.5220938
22937,NTSMP000494,NAYARIT,SMP,EN OPERACION,-105.296056,21.942323
22938,NTSMP000506,NAYARIT,SMP,EN OPERACION,-105.298808,21.942669
22941,NTSMP000535,NAYARIT,SMP,EN OPERACION,-105.3274175,20.752297
22942,NTSMP000540,NAYARIT,SMP,EN OPERACION,-105.2822739,20.7295879
22946,NTSMP000581,NAYARIT,SMP,EN OPERACION,-104.9054462,21.510953
22948,NTSMP000605,NAYARIT,SMP,EN OPERACION,-104.8495277,21.47843529
22951,NTSMP000634,NAYARIT,SMP,EN OPERACION,-105.2946312,20.6940843
22953,NTSMP000655,NAYARIT,SMP,EN OPERACION,-105.2491233,21.0398557
22972,NTSMP000844,NAYARIT,SMP,EN OPERACION,-105.5172957,20.77553599
23006,NTSMP001182,NAYARIT,SMP,EN OPERACION,-104.8902227,21.51092862
23012,NTSSA000013,NAYARIT,SSA,EN OPERACION,-105.3677335,22.48986824
23058,NTSSA000474,NAYARIT,SSA,EN OPERACION,-104.3780574,21.03708613
23077,NTSSA000660,NAYARIT,SSA,EN OPERACION,-104.5171004,22.25648197
23091,NTSSA000800,NAYARIT,SSA,EN OPERACION,-105.2094934,22.11509692
23170,NTSSA001594,NAYARIT,SSA,EN OPERACION,-104.897629,21.50104612
23195,NTSSA001845,NAYARIT,SSA,EN OPERACION,-105.2873263,21.94142093
23219,NTSSA002084,NAYARIT,SSA,EN OPERACION,-105.4103064,20.90072329
23227,NTSSA002166,NAYARIT,SSA,EN OPERACION,-105.2089011,21.81232865
23297,NTSSA015425,NAYARIT,SSA,EN OPERACION,-104.08296,21.697759
23342,NTSSA015874,NAYARIT,SSA,EN OPERACION,-105.2986692,20.7461011
23361,NTSSA016060,NAYARIT,SSA,EN OPERACION,-104.8913778,21.24090518
23362,NTSSA016072,NAYARIT,SSA,EN OPERACION,-105.450584,22.409665
23417,OCIMO000335,OAXACA,IMSS-PROSPERA,EN OPERACION,-97.7899977,17.8139914
23419,OCIMO000352,OAXACA,IMSS-PROSPERA,EN OPERACION,-96.8435924,18.1310657
23431,OCIMO000475,OAXACA,IMSS-PROSPERA,EN OPERACION,-95.0350872,16.8768107
23439,OCIMO000550,OAXACA,IMSS-PROSPERA,EN OPERACION,-96.5991237,16.3364283
23515,OCIMO001315,OAXACA,IMSS-PROSPERA,EN OPERACION,-96.1530906,17.3385548
23714,OCIMO003304,OAXACA,IMSS-PROSPERA,EN OPERACION,-97.6863508,17.2575069
23783,OCIMO003992,OAXACA,IMSS-PROSPERA,EN OPERACION,-97.8281,16.2857
23789,OCIMO004050,OAXACA,IMSS-PROSPERA,EN OPERACION,-98.0152491,17.3417905
23859,OCIMO004750,OAXACA,IMSS-PROSPERA,EN OPERACION,-96.4782149,16.965481
23954,OCIMS000136,OAXACA,IMSS,EN OPERACION,-96.7208,17.0719
23958,OCIMS000170,OAXACA,IMSS,EN OPERACION,-95.20189044,16.20219839
23959,OCIMS000182,OAXACA,IMSS,EN OPERACION,-96.13795188,18.0822779
