,CLUES,NOMBRE DE LA ENTIDAD,CLAVE DE LA INSTITUCION,ESTATUS DE OPERACION,LONGITUD,LATITUD
19343,MNIMS000605,MICHOACAN DE OCAMPO,IMSS,EN OPERACION,-101.0921631,19.7252064
19345,MNIST000016,MICHOACAN DE OCAMPO,ISSSTE,EN OPERACION,-102.3633116,19.10056121
19354,MNIST000103,MICHOACAN DE OCAMPO,ISSSTE,EN OPERACION,-102.2048726,17.96030453
19356,MNIST000120,MICHOACAN DE OCAMPO,ISSSTE,EN OPERACION,-101.1807042,19.72810943
19358,MNIST000144,MICHOACAN DE OCAMPO,ISSSTE,EN OPERACION,-101.621,19.5041
19362,MNIST000185,MICHOACAN DE OCAMPO,ISSSTE,EN OPERACION,-102.7167347,20.05064011
19364,MNIST000202,MICHOACAN DE OCAMPO,ISSSTE,EN OPERACION,-102.0489191,19.39566686
19365,MNIST000214,MICHOACAN DE OCAMPO,ISSSTE,EN OPERACION,-101.794692,19.809948
19366,MNIST000226,MICHOACAN DE OCAMPO,ISSSTE,EN OPERACION,-102.2885897,19.97446553
19367,MNIST000231,MICHOACAN DE OCAMPO,ISSSTE,EN OPERACION,-100.347408,19.43121689
19415,MNSDN000010,MICHOACAN DE OCAMPO,SEDENA,EN OPERACION,-102.35,19.088
19422,MNSMA000011,MICHOACAN DE OCAMPO,SEMAR,EN OPERACION,-101.18253,19.688721
19442,MNSMP000016,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.038,19.8233
19443,MNSMP000021,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.8420274,19.1879671
19444,MNSMP000033,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1408017,19.9642056
19445,MNSMP000045,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1415491,19.9664082
19446,MNSMP000050,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.047106,19.7490038
19447,MNSMP000062,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.332,19.9003
19448,MNSMP000074,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.2758728,19.9874904
19449,MNSMP000086,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.969,19.7878
19450,MNSMP000091,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.969,19.7878
19451,MNSMP000103,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.4461233,19.8928125
19452,MNSMP000115,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7925142,19.8192975
19453,MNSMP000120,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.4416239,19.8955231
19454,MNSMP000132,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.4428669,19.8911874
19455,MNSMP000144,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.4475429,19.8952576
19456,MNSMP000156,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.4388969,19.8905584
19457,MNSMP000161,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.443,19.8933
19458,MNSMP000173,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1861305,19.6999613
19459,MNSMP000185,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1951818,19.7051878
19460,MNSMP000190,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.186,19.7022
19461,MNSMP000202,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1910197,19.68331186
19462,MNSMP000214,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1972011,19.6855191
19463,MNSMP000226,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1993401,19.6849732
19464,MNSMP000231,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-98.3092817,19.067226
19465,MNSMP000243,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.2260275,19.7086456
19466,MNSMP000255,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1627272,19.7034757
19467,MNSMP000260,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1826696,19.696415
19468,MNSMP000272,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1921376,19.7148711
19469,MNSMP000284,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1740574,19.7015239
19470,MNSMP000296,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1602915,19.7130816
19471,MNSMP000301,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1872628,19.7156384
19472,MNSMP000313,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.188264,19.6999196
19473,MNSMP000325,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1753046,19.6932491
19474,MNSMP000330,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1824456,19.6997678
19475,MNSMP000342,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1757236,19.6996871
19476,MNSMP000354,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1736434,19.7089334
19477,MNSMP000366,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1578559,19.7025094
19478,MNSMP000371,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1726673,19.6976322
19479,MNSMP000383,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1745708,19.6994256
19480,MNSMP000395,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.2149078,19.6851961
19481,MNSMP000400,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.198604,19.6675635
19482,MNSMP000412,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.2001812,19.6959142
19483,MNSMP000424,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.2299346,19.6884688
19484,MNSMP000436,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.229971,19.6629734
19485,MNSMP000441,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1619248,19.69208
19486,MNSMP000453,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1739695,19.68201582
19487,MNSMP000465,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1846131,19.6999246
19488,MNSMP000470,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1839222,19.6877199
19489,MNSMP000482,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.186,19.7022
19490,MNSMP000494,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.2208672,19.7211286
19491,MNSMP000506,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.2199851,19.7187385
19492,MNSMP000511,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.2227821,19.7120617
19493,MNSMP000523,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.8849869,19.8086536
19494,MNSMP000535,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.8882008,19.8087138
19495,MNSMP000540,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.2027533,19.7435719
19496,MNSMP000552,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.8272197,19.8585276
19497,MNSMP000564,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.8254485,19.8597461
19498,MNSMP000576,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.8208491,19.8669268
19499,MNSMP000581,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.8274237,19.8571921
19500,MNSMP000593,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.8297855,19.8613383
19501,MNSMP000605,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.7032577,19.8093185
19502,MNSMP000610,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3041287,19.9620597
19503,MNSMP000622,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.7213188,19.991057
19504,MNSMP000634,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.7191117,19.991681
19505,MNSMP000646,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.7188321,19.99179993
19506,MNSMP000651,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-103.026,19.9892
19507,MNSMP000663,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.5646694,20.1160358
19508,MNSMP000675,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.007,19.9106
19509,MNSMP000680,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0116571,19.9124254
19510,MNSMP000692,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.007044,19.9109336
19511,MNSMP000704,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5166741,20.0939632
19512,MNSMP000716,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.7186265,20.0560807
19513,MNSMP000721,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.7227741,20.0617031
19514,MNSMP000733,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.7163918,20.06084212
19515,MNSMP000745,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.724,20.0575
19516,MNSMP000750,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.7185901,20.0549411
19517,MNSMP000762,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.4332101,19.9558835
19518,MNSMP000774,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.4336835,19.9569983
19519,MNSMP000786,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.2084005,19.8877072
19520,MNSMP000791,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.205,19.8889
19521,MNSMP000803,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.6519082,20.11725124
19522,MNSMP000815,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.4827447,20.272783
19523,MNSMP000820,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.2833289,19.9835383
19524,MNSMP000832,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.2878023,19.9760819
19525,MNSMP000844,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1967157,19.69723136
19526,MNSMP000856,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1952194,19.69749735
19527,MNSMP000861,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.2846478,19.9854396
19528,MNSMP000873,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.2829087,19.9801036
19529,MNSMP000885,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3086583,19.9499919
19530,MNSMP000890,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.5510093,19.6866672
19531,MNSMP000902,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.5546892,19.6927573
19532,MNSMP000914,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1735334,19.69598825
19533,MNSMP000926,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.554127,19.6860362
19534,MNSMP000931,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.5577383,19.6856908
19535,MNSMP000943,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.5564931,19.6839322
19536,MNSMP000955,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.560803,19.6890727
19537,MNSMP000960,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.559678,19.6889485
19538,MNSMP000972,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.89994,18.62908632
19539,MNSMP000984,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.8999635,18.6252286
19540,MNSMP000996,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.9006154,18.6244465
19541,MNSMP001001,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.9007834,18.6270416
19542,MNSMP001013,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.899022,18.62920217
19543,MNSMP001025,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.4930559,19.4609746
19544,MNSMP001030,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.4656222,19.5690482
19545,MNSMP001042,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.5738497,19.2074088
19546,MNSMP001054,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.354595,19.4368245
19547,MNSMP001066,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.3548168,19.43782859
19548,MNSMP001071,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.3592906,19.4377536
19549,MNSMP001083,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.3617693,19.4398685
19550,MNSMP001095,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.350097,19.43697723
19551,MNSMP001100,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.3563661,19.44430578
19552,MNSMP001112,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.3544041,19.43862756
19553,MNSMP001124,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.332,19.4928
19554,MNSMP001136,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-99.1630233,19.4069415
19555,MNSMP001141,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.708,19.2072
19556,MNSMP001153,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5856735,19.8190582
19557,MNSMP001165,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.584,19.8211
19558,MNSMP001170,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5845404,19.8202485
19559,MNSMP001182,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.721,19.5878
19560,MNSMP001194,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5076563,19.8998028
19561,MNSMP001206,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.436,19.545
19562,MNSMP001211,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.747,19.9231
19563,MNSMP001223,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7488641,19.9221213
19564,MNSMP001235,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7505409,19.9235215
19565,MNSMP001240,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.4156371,19.5602383
19566,MNSMP001252,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.28,19.3911
19567,MNSMP001264,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.2801915,19.9847908
19568,MNSMP001276,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.6105333,19.5123335
19569,MNSMP001281,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.6163526,19.5399881
19570,MNSMP001293,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.610351,19.5160058
19571,MNSMP001305,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.6166483,19.5159026
19572,MNSMP001310,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.6089143,19.5283302
19573,MNSMP001322,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.6124913,19.5149286
19574,MNSMP001334,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.61,19.5164
19575,MNSMP001346,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.6140042,19.5140762
19576,MNSMP001351,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5262519,19.6640703
19577,MNSMP001363,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5240809,19.6657869
19578,MNSMP001375,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5273723,19.6674496
19579,MNSMP001380,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5239028,19.6627652
19580,MNSMP001392,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5274045,19.6624623
19581,MNSMP001404,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.638,19.4053
19582,MNSMP001416,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.4579904,19.23478945
19583,MNSMP001421,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.4618033,19.2347998
19584,MNSMP001433,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.457,19.2356
19585,MNSMP001445,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.457,19.2356
19586,MNSMP001450,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.791,19.8167
19587,MNSMP001462,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7880296,19.8163476
19588,MNSMP001474,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7905663,19.8119853
19589,MNSMP001486,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.785302,19.8138894
19590,MNSMP001491,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7833239,19.8141835
19591,MNSMP001503,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7953149,19.8130229
19592,MNSMP001515,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7868869,19.8141377
19593,MNSMP001520,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7925139,19.8193472
19594,MNSMP001532,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7847039,19.8167887
19595,MNSMP001544,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7880116,19.8182261
19596,MNSMP001556,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7839138,19.8151187
19597,MNSMP001561,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7852104,19.8158991
19598,MNSMP001573,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7866675,19.8207815
19599,MNSMP001585,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.9212783,19.6544739
19600,MNSMP001590,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0381653,19.6462766
19601,MNSMP001602,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.048,19.6439
19602,MNSMP001614,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0506936,19.6442926
19603,MNSMP001626,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.4782122,19.5919523
19604,MNSMP001631,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.473462,19.5925314
19605,MNSMP001643,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.4733049,19.5920682
19606,MNSMP001655,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.472711,19.5936034
19607,MNSMP001660,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.04743,19.4177046
19608,MNSMP001672,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0535044,19.41212086
19609,MNSMP001684,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0562069,19.4133114
19610,MNSMP001696,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0563786,19.40847444
19611,MNSMP001701,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.058,19.4194
19612,MNSMP001713,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0536552,19.4202253
19613,MNSMP001725,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0717651,19.42616145
19614,MNSMP001730,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.1651639,19.95148944
19615,MNSMP001742,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.058,19.4194
19616,MNSMP001754,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0497783,19.4257659
19617,MNSMP001766,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.058,19.4194
19618,MNSMP001771,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0441739,19.42778359
19619,MNSMP001783,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7092877,20.1503099
19620,MNSMP001795,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.7138427,20.1499713
19621,MNSMP001800,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0667116,20.15150217
19622,MNSMP001812,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.933,20.1039
19623,MNSMP001824,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0233802,20.3407499
19624,MNSMP001836,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0241369,20.3399786
19625,MNSMP001841,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0324697,20.3428438
19626,MNSMP001853,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0182774,20.335951
19627,MNSMP001865,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.025,20.3392
19628,MNSMP001870,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.025,20.3392
19629,MNSMP001882,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0301549,20.345928
19630,MNSMP001894,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0312084,20.3464973
19631,MNSMP001906,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0261196,20.349018
19632,MNSMP001911,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5235614,20.0948222
19633,MNSMP001923,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.516,20.0881
19634,MNSMP001935,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5194099,20.0957839
19635,MNSMP001940,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5166741,20.0939632
19636,MNSMP001952,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.516,20.0881
19637,MNSMP001964,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.516,20.0881
19638,MNSMP001976,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5159844,20.0898392
19639,MNSMP001981,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.516,20.0881
19640,MNSMP001993,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.5194602,20.0871632
19641,MNSMP002005,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.516,20.0881
19642,MNSMP002010,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.337541,20.2858302
19643,MNSMP002022,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.056,19.9706
19644,MNSMP002034,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.2833784,20.3377208
19645,MNSMP002046,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.283,20.3375
19646,MNSMP002051,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.2829051,20.3423673
19647,MNSMP002063,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.283,20.3375
19648,MNSMP002075,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.597,20.3028
19649,MNSMP002080,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3614625,19.088168
19650,MNSMP002092,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3614625,19.088168
19651,MNSMP002104,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.351,19.0886
19652,MNSMP002116,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.361753,19.0976063
19653,MNSMP002121,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3522505,19.0847208
19654,MNSMP002133,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3585818,19.0816923
19655,MNSMP002145,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.36279,19.1001701
19656,MNSMP002150,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3544613,19.0915263
19657,MNSMP002162,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.351,19.0886
19658,MNSMP002174,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.351,19.0886
19659,MNSMP002186,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3536656,19.0934768
19660,MNSMP002191,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3536656,19.0934768
19661,MNSMP002203,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3534337,19.095161
19662,MNSMP002215,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3558938,19.0825609
19663,MNSMP002220,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.0940856,19.0224411
19664,MNSMP002232,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.2218055,17.9677554
19665,MNSMP002244,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.192,17.9561
19666,MNSMP002256,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.2234378,17.97165117
19667,MNSMP002261,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.192,17.9561
19668,MNSMP002273,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.3285329,18.0370451
19669,MNSMP002285,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.352,17.9825
19670,MNSMP002290,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-102.352,17.9825
19671,MNSMP002302,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1817738,19.6999399
19675,MNSMP002343,MICHOACAN DE OCAMPO,SMP,EN OPERACION,,
19676,MNSMP002355,MICHOACAN DE OCAMPO,SMP,EN OPERACION,,
19677,MNSMP002361,MICHOACAN DE OCAMPO,SMP,EN OPERACION,,
19678,MNSMP002370,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.144719,19.770353
19680,MNSMP002394,MICHOACAN DE OCAMPO,SMP,EN OPERACION,,
19682,MNSMP002412,MICHOACAN DE OCAMPO,SMP,EN OPERACION,,
19684,MNSMP002430,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.1591186,19.695753
19916,MNSMP004752,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.183883,19.710017
19918,MNSMP004776,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-101.572653,19.529881
19919,MNSMP004781,MICHOACAN DE OCAMPO,SMP,EN OPERACION,-100.360053,19.443482
19950,MNSSA000310,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-102.2893516,18.35720418
19965,MNSSA000462,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-103.6633867,18.70337177
20002,MNSSA000836,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.9533673,19.67694674
20091,MNSSA001722,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-102.201738,17.967519
20105,MNSSA001862,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.154162,19.692851
20106,MNSSA001874,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.1810636,19.6994961
20107,MNSSA001886,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.182437,19.69961
20108,MNSSA001891,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.1832415,19.69936478
20109,MNSSA001903,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.155412,19.693189
20133,MNSSA002142,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-102.0860712,19.02935177
20200,MNSSA002813,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-102.7184164,20.04020338
20215,MNSSA002965,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.455339,19.237082
20292,MNSSA003735,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-102.022569,19.390782
20313,MNSSA003945,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-102.2785154,19.99032347
20323,MNSSA004044,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-100.3692796,19.43246895
20446,MNSSA005275,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.753066,19.771622
20447,MNSSA005280,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.573661,19.530085
20505,MNSSA016475,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-100.4489332,19.91159535
20506,MNSSA016480,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-101.5235578,20.0947034
20507,MNSSA016492,MICHOACAN DE OCAMPO,SSA,EN OPERACION,-100.515585,19.677081
